vin,make,model,year,age,price,mileage,city,state,region,population,lat,lng
1FTSX21556EC20255,Ford,Super,2006,14,12995,142566,Pocatello,ID,West,71020,42.8716,-112.4652
1FTEW1EGXGKE66677,Ford,F-1504WD,2016,4,42995,20799,Phoenix,AZ,West,4081849,33.5722,-112.0891
1N4AL3AP0FC198374,Nissan,Altima2.5,2015,5,13490,39497,Hyattsville,MD,South,18333,38.9612,-76.9548
2D8HN44E79R626862,Dodge,Grand,2009,11,8995,88948,Garden City,ID,West,11890,43.6526,-116.2743
WMWZC3C55DWP23575,MINI,Cooper,2013,7,14900,57102,Lawndale,CA,West,33078,33.8884,-118.3531
3GTRCVE02AG207877,GMC,Sierra,2010,10,19300,107745,Mesquite,TX,South,143949,32.7623,-96.5889
WBA3B1G58FNT63170,BMW,3,2015,5,21996,37065,Murrieta,CA,West,483681,33.572,-117.1909
1FTFW1EF3EFB56033,Ford,F-1504WD,2014,6,34321,37792,Savannah,GA,South,280082,32.0281,-81.1785
1FM5K8D8XFGA92132,Ford,ExplorerXLT,2015,5,27999,34834,Kenosha,WI,Midwest,124888,42.5864,-87.8762
4T1BF1FK5HU390230,Toyota,CamrySE,2017,3,19103,18474,Charlotte,NC,South,1467362,35.2079,-80.8304
WBANW535X9CT55694,BMW,5,2009,11,11000,142186,Marietta,GA,South,61048,33.9532,-84.5422
3VW2K7AJ6EM233420,Volkswagen,Jetta,2014,6,11895,27911,Phoenix,AZ,West,4081849,33.5722,-112.0891
SALAK2V63FA760569,Land,Rover,2015,5,47933,40208,Lafayette,LA,South,265746,30.2084,-92.0323
1FT7W2BT8GEC11184,Ford,Super,2016,4,55700,21255,Lake City,FL,South,25869,30.1901,-82.6471
1FTPW14596KB53059,Ford,F-1504WD,2006,14,12495,175531,Killeen,TX,South,247489,31.0755,-97.7297
2D8HN54P38R111458,Dodge,Grand,2008,12,8990,79612,Grand Rapids,MN,Midwest,9603,47.238,-93.5327
2GNALAEK5F6205543,Chevrolet,EquinoxFWD,2015,5,16944,29562,Kenner,LA,South,67451,30.0109,-90.2549
3VWD17AJ4EM417895,Volkswagen,Jetta,2014,6,10995,36432,Philadelphia,PA,Northeast,5637884,40.0077,-75.1339
5TFUW5F10EX342088,Toyota,Tundra,2014,6,33991,20082,Dearborn,MI,Midwest,94491,42.3127,-83.2129
JTHBJ46G172100753,Lexus,ES,2007,13,11997,75666,Memphis,TN,South,1068873,35.1046,-89.9773
1GT42YE82GF106224,GMC,Sierra,2016,4,60987,12571,Atlanta,GA,South,5228750,33.7627,-84.4225
1FTNW21SX3EB81096,Ford,Super,2003,17,13995,128427,Signal Hill,CA,West,11622,33.8029,-118.1681
5TFDV54198X069467,Toyota,Tundra,2008,12,15999,129956,Saratoga Springs,NY,Northeast,67582,43.0674,-73.7775
1FTEX1C89FKE32592,Ford,F-1502WD,2015,5,27998,16097,Lynnwood,WA,West,38273,47.8285,-122.3035
1FADP3N2XGL235478,Ford,FocusHatchback,2016,4,16495,32128,Selma,AL,South,21083,32.4166,-87.0336
2HKRM4H70EH627263,Honda,CR-VEX-L,2014,6,19281,47586,Middletown,NY,Northeast,57973,41.4458,-74.4228
WMWZC5C55EWP41412,MINI,Cooper,2014,6,19000,51076,Bristol,TN,South,69865,36.5572,-82.2154
3FA6P0HR4DR312536,Ford,FusionSE,2013,7,14400,57023,Englewood,CO,West,34407,39.6468,-104.9942
1C4RJEBG3FC615810,Jeep,Grand,2015,5,32995,33873,Houston,TX,South,5446468,29.7869,-95.3905
1FTSW2BR4AEA10176,Ford,Super,2010,10,33988,92840,Boise,ID,West,385218,43.6007,-116.2312
2T3DFREVXEW189509,Toyota,RAV44X4,2014,6,23469,53066,Gresham,OR,West,111053,45.5023,-122.4413
3GCUKREC4EG453740,Chevrolet,Silverado,2014,6,29999,35626,Enid,OK,South,48325,36.4061,-97.8701
1N4AL3AP8EC126305,Nissan,Altima2.5,2014,6,17495,29366,Sioux Falls,SD,Midwest,180204,43.5397,-96.7321
2CNALPEC2B6207096,Chevrolet,EquinoxFWD,2011,9,8790,143154,Hoffman Estates,IL,Midwest,51567,42.0639,-88.1468
1FT7W2BT9FEA18119,Ford,Super,2015,5,79999,18968,Hurst,TX,South,39051,32.8353,-97.1808
WBA3C3G50ENR25229,BMW,3,2014,6,21215,44552,Corpus Christi,TX,South,341435,27.7261,-97.3755
2GNFLGE32G6132750,Chevrolet,EquinoxAWD,2016,4,26900,36311,Aurora,CO,West,366623,39.7084,-104.7274
1VWBT7A37EC121046,Volkswagen,Passat4dr,2014,6,15987,15365,Mount Prospect,IL,Midwest,53930,42.0641,-87.9375
5TBEV54138S475747,Toyota,Tundra,2008,12,16980,120639,Asheboro,NC,South,39076,35.7157,-79.8129
1FTEX1CMXEKE40132,Ford,F-1502WD,2014,6,23995,51979,Honolulu,HI,West,833671,21.3294,-157.846
JTHBF1D27F5046587,Lexus,IS,2015,5,25977,31683,Hollywood,FL,South,153627,26.0294,-80.1679
2T3BFREV9DW115083,Toyota,RAV44X4,2013,7,17480,45695,Aurora,CO,West,366623,39.7084,-104.7274
5TFFY5F10EX155663,Toyota,Tundra,2014,6,34798,45587,Americus,GA,South,17266,32.0736,-84.2249
KM8SR4HF4GU132739,Hyundai,Santa,2016,4,28980,18190,Philadelphia,PA,Northeast,5637884,40.0077,-75.1339
3VW267AJ6GM213417,Volkswagen,Jetta,2016,4,12995,33960,Billings,MT,West,120800,45.7889,-108.5509
3VWB67AJ2GM351326,Volkswagen,Jetta,2016,4,15735,10576,Princeton,NJ,Northeast,31822,40.3563,-74.6693
2C4RC1HG6ER232766,Chrysler,Town,2014,6,19998,44534,Indianapolis,IN,Midwest,1564699,39.7771,-86.1458
3GCPKTE27DG263477,Chevrolet,Silverado,2013,7,28977,84877,Dunn,NC,South,15576,35.3113,-78.6129
2GKALPEK2H6115706,GMC,TerrainFWD,2017,3,21395,43314,Fort Lauderdale,FL,South,180072,26.1412,-80.1464
19XFB2F55FE094606,Honda,Civic,2015,5,16995,14393,Clovis,NM,West,42875,34.4376,-103.1923
5TFCZ5AN3HX074252,Toyota,Tacoma4WD,2017,3,32977,6366,Palestine,TX,South,18835,31.7544,-95.6471
1D7HA18P17J578495,Dodge,Ram,2007,13,8650,123045,Alexandria,VA,South,160035,38.8185,-77.0861
1C4RJFJT5GC332833,Jeep,Grand,2016,4,43800,19009,Columbia,KY,South,5019,37.1037,-85.3073
2FMDK3J90DBB21606,Ford,EdgeSEL,2013,7,13995,100397,Collinsville,IL,Midwest,24703,38.6769,-90.0059
1FMCU0GX7FUC77150,Ford,EscapeFWD,2015,5,16150,20390,Leavenworth,KS,Midwest,46517,39.3233,-94.9244
2FMDK3JCXDBC87756,Ford,EdgeSEL,2013,7,20990,43927,Daytona Beach,FL,South,68055,29.1994,-81.0982
1GC4KYC88GF183795,Chevrolet,Silverado,2016,4,47995,22232,Fontana,CA,West,211815,34.0968,-117.4599
WMWSV3C56CTY25916,MINI,Cooper,2012,8,14736,42441,Highlands Ranch,CO,West,105264,39.5419,-104.9708
5XYZT3LB9GG374494,Hyundai,Santa,2016,4,17985,23681,Greenville,NC,South,128385,35.5956,-77.3768
3TMCZ5AN9HM097234,Toyota,Tacoma4WD,2017,3,40499,1473,Fort Collins,CO,West,303184,40.5475,-105.0651
2FMDK3JCXEBA96050,Ford,EdgeSEL,2014,6,17900,66509,Maitland,FL,South,17554,28.6295,-81.3718
1C4RJEAG7HC702730,Jeep,Grand,2017,3,25999,33287,Baldwin,GA,South,3323,34.4864,-83.5494
1C4RJFAG3EC135773,Jeep,Grand,2014,6,15000,112262,Delaware,OH,Midwest,39267,40.2866,-83.074700000000007
2HGFA16609H355334,Honda,Civic,2009,11,7472,91510,Manahawkin,NJ,Northeast,2375,39.6931,-74.2493
2GNFLFEK7F6178929,Chevrolet,EquinoxAWD,2015,5,19361,39169,Stroudsburg,PA,Northeast,5511,40.9838,-75.1972
2C4RDGEG6GR312124,Dodge,Grand,2016,4,19000,44836,Louisville,KY,South,1011696,38.1663,-85.6485
1FADP3N22GL339849,Ford,FocusHatchback,2016,4,16595,32243,Riverside,CA,West,2084749,33.9381,-117.3948
WBAKN9C59ED682167,BMW,5,2014,6,37950,21905,Carrollton,TX,South,135710,32.989,-96.8999
1C4RJFAGXEC413147,Jeep,Grand,2014,6,23995,56271,Bethlehem,PA,Northeast,75707,40.6266,-75.3679
4S4BSBDC5F3280441,Subaru,Outback2.5i,2015,5,23500,30715,Massillon,OH,Midwest,32342,40.7839,-81.5256
1N4AL3AP4FN923396,Nissan,Altima2.5,2015,5,12500,37032,Orlando,FL,South,1776841,28.4772,-81.3369
1C4RJEBM7EC336591,Jeep,Grand,2014,6,27378,51504,Montclair,CA,West,39276,34.0714,-117.6981
1G1ZE5ST3HF114864,Chevrolet,MalibuLT,2017,3,16733,34081,Victorville,CA,West,346948,34.5277,-117.3536
1GTN1LEC5GZ902334,GMC,Sierra,2016,4,17999,13430,Orlando,FL,South,1776841,28.4772,-81.3369
5TEMU52N58Z558868,Toyota,Tacoma4WD,2008,12,17991,113129,Greenville,TX,South,25000,33.1116,-96.1099
3VWD67AJ3GM362893,Volkswagen,Jetta,2016,4,16995,34497,Langhorne,PA,Northeast,1596,40.1777,-74.9212
1FMCU0D74BKA82908,Ford,EscapeFWD,2011,9,11997,76842,Las Vegas,NV,West,2073045,36.2333,-115.2654
2T1BURHE2FC471695,Toyota,CorollaLE,2015,5,13493,14587,Bradenton,FL,South,56508,27.49,-82.574
